	320001-V3-BC	320002-V3-BC	320003-V3-BC	320004-V3-BC	320005-V3-BC	320006-V3-BC	320007-V3-BC	320008-V3-BC	320009-V3-BC	320011-V3-BC	320013-V3-BC	320014-V3-BC	320016-V3-BC	320017-V3-BC	320018-V3-BC	320019-V3-BC	320020-V3-BC	320023-V3-BC	320024-V3-BC	320025-V3-BC	320026-V3-BC	320027-V3-BC	320028-V3-BC	320030-V3-BC	320031-V3-BC	320032-V3-BC	320033-V3-BC	320034-V3-BC	320035-V3-BC	320036-V3-BC	320037-V3-BC	320039-V3-BC	320040-V3-BC	320041-V3-BC	320043-V3-BC	320044-V3-BC	320045-V3-BC	320047-V3-BC	320049-V3-BC	320050-V3-BC	320051-V3-BC	320053-V3-BC	320054-V3-BC	320055-V3-BC	320056-V3-BC	320057-V3-BC	320060-V3-BC	320062-V3-BC	320063-V3-BC	320066-V3-BC	320067-V3-BC	320069-V3-BC	320070-V3-BC	320071-V3-BC	320074-V3-BC	320077-V3-BC	320079-V3-BC	320080-V3-BC	320084-V3-BC	320085-V3-BC	380001-V3-BC	380002-V3-BC	380003-V3-BC
320020-V3-BC	0.5518754758801981	0.5084525868290852	0.5937221412371718	0.5097246796700099	0.6595804516990538	0.43790805534385147	0.663482280614456	0.6127158218586463	0.5318235171438628	0.5340085005786045	0.6076812082365707	0.47956635045975593	0.639038762257913	0.5545229690593091	0.5337399669009901	0.6547525857926771	0.0	0.6326195288252486	0.5821606765492374	0.48736773945204764	0.581213713398574	0.5227151136740892	0.5697136671373421	0.6642832056400305	0.5618517010944278	0.40524106675339105	0.6209007654753251	0.5434540828494684	0.6554492790537954	0.6120737433348071	0.6266175330224875	0.5281964740972113	0.6448338687925893	0.5734892638549156	0.6084913114541614	0.5345556423244606	0.5741730755884314	0.8582298354198016	0.8384094517992872	0.7069789345072551	0.6149717900368926	0.5294727622553299	0.6766129348507331	0.595727377852975	0.583205628207044	0.5981686510407088	0.5623927205893937	0.6370437357419799	0.6736272329915809	0.680689484234227	0.587554490334314	0.5846113724112834	0.6420557063285078	0.6340362505283549	0.6101083119652753	0.6176669310792069	0.6690040777323506	0.5978965665469147	0.5439877688967675	0.5701734943232373	0.6084585296015523	0.6263346078298725	0.625113506075943
320023-V3-BC	0.643560915015015	0.6267677514415357	0.5869345737820056	0.5343986712287356	0.7845141011235959	0.6206243738648988	0.6468267297091306	0.7536975955445204	0.6674150144106836	0.6278658906128984	0.6084283172430093	0.6723379752272151	0.6274214217332518	0.5843212968221511	0.5957728464265881	0.6447593551543522	0.6326195288252486	0.0	0.6374889662260529	0.5381647954604484	0.606637602266217	0.6677247679421128	0.6828854440767679	0.6102771792800894	0.7241006510715754	0.6258902866290222	0.6906982770141502	0.7213166540817051	0.6659320655623664	0.6896871521967827	0.6182134765563245	0.5247961401556979	0.6320653505304632	0.6194064932906558	0.5720542109080612	0.7028315180966488	0.6225265435486474	0.8120581818773492	0.8421851279032427	0.753466458444898	0.6170739029124103	0.6683623690638857	0.7391662049115322	0.6691539367119616	0.6469049498383214	0.740966804453657	0.6902187742499827	0.686325645860426	0.6885569220316178	0.6971663063092575	0.6402302483950539	0.6906807886139403	0.7036777794207991	0.67027635526091	0.7286311847316473	0.7019975610775653	0.6960529265790643	0.7310768600486801	0.6770484185222636	0.6341284446028674	0.7229508226309431	0.6266418612675417	0.6493025353073322
320024-V3-BC	0.5828021662656079	0.5487271403312742	0.446528015178153	0.5978524723787232	0.7651878322483543	0.4786700081471895	0.6653051479022356	0.7127905692492941	0.5757239112861527	0.5592586744144714	0.5910222844503834	0.5293227646795261	0.6140147261667623	0.5835873401143609	0.5597309561280814	0.6957166066951558	0.5821606765492374	0.6374889662260529	0.0	0.5060509087023117	0.5772570641642527	0.6085047629598264	0.5981493721111778	0.6210966583549801	0.6154111319208321	0.5074069914289361	0.5367659250005681	0.647070857999917	0.6718637762113634	0.6469424731215742	0.5454329728445412	0.5438368859144189	0.6320377378978372	0.5985708797112514	0.5164980599099112	0.609138674870945	0.557318966787256	0.7222506943566184	0.7545537052632283	0.6480481374445117	0.6323173308616026	0.6611199781027131	0.7082871638587287	0.5303661974540155	0.5196833512428826	0.6280031972052982	0.6704551550325245	0.5514506674743396	0.7366906436813222	0.5761105768199217	0.5461695987569468	0.6676502082085083	0.6219276200014785	0.5473176987649748	0.6487334142769148	0.6264540617645741	0.6249783427675077	0.6795214607010981	0.6048437456189729	0.506201653021513	0.671508062620159	0.6477913253680102	0.6727924293754611
320025-V3-BC	0.5118673531541691	0.47718260882782143	0.4411376467198886	0.5434525766936443	0.6738615629772507	0.5905415714030184	0.631901778168511	0.6434605825400965	0.4829102942433036	0.46157790351566297	0.438738119609277	0.5152298567180357	0.5476710616012849	0.47264874391502726	0.4213456396291462	0.5986485662870259	0.48736773945204764	0.5381647954604484	0.5060509087023117	0.0	0.5262371903116595	0.4880056273444328	0.5670352949485685	0.5002953211801098	0.5784277434442502	0.4159592963055129	0.5102513068237715	0.6017537030779859	0.5700456159176315	0.583341810424878	0.5976566066675251	0.34793188199071134	0.49247982583601607	0.525738668037281	0.4971172181670819	0.5355867082219808	0.45141994282529907	0.7719298017594607	0.7621612056992969	0.6641958038770737	0.5190367260136586	0.5378144942552372	0.6387461158776279	0.479588447296744	0.6025081019174013	0.6017585066477139	0.5971083010546192	0.5795635996419923	0.6487820375325885	0.6459355845679206	0.5893150790503247	0.5705727269221016	0.5761622053467464	0.5686262624433956	0.6443127007372782	0.5893090345742965	0.6399419605947653	0.6272837342488116	0.5496825405305279	0.5333954195018784	0.6312232245352697	0.5603074658137195	0.612954280578075
320026-V3-BC	0.5804489556484054	0.6188543143005484	0.5184787823918326	0.5243806726566608	0.5987016327308156	0.6160625783166318	0.6034588016260164	0.5414927025001012	0.46477400579748107	0.516057618234894	0.5096765050491687	0.4744381740266248	0.516140787365658	0.5233146787181412	0.5317796925881361	0.6199301097611827	0.581213713398574	0.606637602266217	0.5772570641642527	0.5262371903116595	0.0	0.4552132123920627	0.5521981424726496	0.5237908724721018	0.4732223233261041	0.5343266208100694	0.5779185162507875	0.5409967403142929	0.5870139915917606	0.47933755319168836	0.6375877102204845	0.570838333316474	0.6179447682485208	0.5371072489347761	0.5611555375607319	0.608516525128265	0.6288897283699896	0.7795988782709798	0.8025984492979882	0.7220416845353718	0.47410520423187014	0.42533587264957395	0.5958288128904332	0.5680632981425227	0.5151769130360224	0.5736574653518757	0.45211932921880726	0.6163405397021149	0.6076759775360803	0.6633827219260369	0.6539796033450629	0.44430571624778464	0.4916724496757254	0.5959533237981842	0.5410283139325808	0.5887252925865846	0.6718102253703706	0.523813068181779	0.5560541061827917	0.5907331748198731	0.5319649559827457	0.5459426394347362	0.5804338343691223
320027-V3-BC	0.5842766257195803	0.5310097331148088	0.5334770412286332	0.4743573542817186	0.5755154068574031	0.5660104888032484	0.62088072963503	0.4982753732913104	0.26785327063823966	0.513047779552507	0.5756682464630435	0.46384303769585983	0.5608334894604228	0.5946922677879029	0.5111700027855008	0.6044377136808216	0.5227151136740892	0.6677247679421128	0.6085047629598264	0.4880056273444328	0.4552132123920627	0.0	0.49214357731021563	0.5620767518480227	0.3822855078432136	0.4408964791452123	0.5906703512415332	0.440707135998106	0.6098251032754806	0.4999244602874734	0.6715915664430443	0.6002308481827933	0.6187932685129023	0.5452496683476724	0.5696936727947017	0.539247590436751	0.5639395564489024	0.8388322639265923	0.8417606861692012	0.7273740981735559	0.4568480465862907	0.27500971224765136	0.5591652559127777	0.5949742918916961	0.48148347154390386	0.5930797410776536	0.4352629512899249	0.6362344406499892	0.5970383272176247	0.7205589522482472	0.682878477582398	0.3678967359943604	0.515237041626837	0.6399101291830734	0.4872178067231314	0.5843447756008089	0.7200438148638562	0.4611931787677125	0.4774539827264488	0.5845266595031858	0.5047874958582176	0.5445868212788936	0.5667732696367428
320028-V3-BC	0.5980376607832846	0.5400913724561351	0.5860586059167485	0.5674678043331541	0.61461298730261	0.597487230677715	0.6976289468590079	0.5700431943976001	0.4932321836925174	0.5327510677584696	0.6000650188881794	0.5089713394655114	0.6104732527414508	0.6327957017562286	0.5222019495583246	0.6905094537314763	0.5697136671373421	0.6828854440767679	0.5981493721111778	0.5670352949485685	0.5521981424726496	0.49214357731021563	0.0	0.6650355576384583	0.5021852066025914	0.5059918291982355	0.49153438015965567	0.5482468146212719	0.7061229222660104	0.6156927654859576	0.6770052891126198	0.6058673826845221	0.5484390516532358	0.6242712622388212	0.5735469031061562	0.3963195972905985	0.5879335483316132	0.7618644532032041	0.7939489089038058	0.782982667637106	0.575460913580931	0.5405773596429757	0.6692049888599231	0.6242630172436552	0.6219248664450636	0.5860021389595619	0.5660351873390835	0.6734209027505598	0.6783502067699021	0.753950234972889	0.6821296832070582	0.491679733033296	0.6327220341214846	0.6762853028347058	0.6021436652869617	0.5451676566662687	0.7436093687767933	0.5377644141550504	0.599373496240011	0.6089022856774239	0.6123821552766875	0.6614166180980524	0.6088216615871481
320030-V3-BC	0.6097241030310513	0.6633076260936818	0.593205255283047	0.6066971237362462	0.6563217229693122	0.6552642614029824	0.5765970001265087	0.5911293384511189	0.5848962576494444	0.546763919607092	0.5541368032626092	0.5526762938367136	0.5479338845877294	0.5715563353789092	0.572104916229209	0.5202177177625974	0.6642832056400305	0.6102771792800894	0.6210966583549801	0.5002953211801098	0.5237908724721018	0.5620767518480227	0.6650355576384583	0.0	0.5483767379783795	0.5949709717659392	0.6617639886343669	0.5708768840777314	0.47630600851752364	0.5384118984030297	0.6864829907148545	0.5415359465628221	0.6680354416586493	0.5888308864236317	0.6304602795753096	0.6779294903143084	0.6445929652364654	0.8240485311802916	0.8330762879990293	0.7925796295539572	0.45156212478908797	0.5539913573379307	0.5371758904304569	0.5942541023824451	0.5890194320829822	0.6381581830225783	0.5708376686559886	0.7299771218543252	0.5493068430925868	0.7548241403603849	0.7168725023593681	0.5775561691244718	0.5171820840863331	0.710238830971962	0.5840163071411091	0.6679849763037814	0.7181474236082209	0.5898983751058721	0.6451932448891025	0.6964405940351487	0.5836740130813907	0.52069860220106	0.5858965383787169
320031-V3-BC	0.605177877545021	0.6118027295111205	0.5551461508683543	0.5599529993133887	0.4252408833014632	0.5608363041402228	0.643206576138782	0.3858354711581318	0.40221941660294375	0.4964695522486563	0.5841242462725538	0.4382587573052262	0.5886716549880544	0.5905352029744271	0.5706919055270804	0.6028881363453304	0.5618517010944278	0.7241006510715754	0.6154111319208321	0.5784277434442502	0.4732223233261041	0.3822855078432136	0.5021852066025914	0.5483767379783795	0.0	0.506437664939959	0.5979996203008456	0.3583954422418744	0.6253059875314652	0.41882568632402584	0.7050113004148244	0.624764246120498	0.6274923093518846	0.5864702316866662	0.6300326791804294	0.544592605823879	0.6358047772594972	0.8377562854727458	0.8459853112028218	0.7816483273881162	0.43263188925433793	0.40276866648642357	0.5044171583314806	0.6122419423209896	0.487229755860174	0.5917537607416824	0.3819098735244443	0.6925975690907028	0.5257185009697192	0.752239765144851	0.7300861899149261	0.28752501757757976	0.4289158605113587	0.7024300272935977	0.4536773274918476	0.5759677398139033	0.767722479260911	0.4299266622695367	0.477607239369967	0.638846651035915	0.4733940789168026	0.512319993517238	0.5075154631685755
320032-V3-BC	0.48342855653824796	0.3545725289226669	0.5349876604781428	0.5074018270311025	0.6455959008000817	0.40700972042152084	0.6553402047817163	0.5836871581659542	0.40875401800254857	0.4462993758901811	0.5497558060267993	0.448668223491244	0.6087637118283131	0.5648097980854433	0.4705848532459452	0.6251680554849677	0.40524106675339105	0.6258902866290222	0.5074069914289361	0.4159592963055129	0.5343266208100694	0.4408964791452123	0.5059918291982355	0.5949709717659392	0.506437664939959	0.0	0.5630408559070815	0.5538610815895818	0.6299399385785408	0.5810632263151382	0.6035402875014435	0.5131215691655727	0.5525433063900785	0.5754796437044732	0.47465606112457	0.44060364864152346	0.5146864499759644	0.8030231246987638	0.7973787965268606	0.6785128660387211	0.5831818111222336	0.49863794375895665	0.6405283552928265	0.509055204616757	0.5209108854863007	0.5786141062760186	0.5457841001855441	0.5854343173076927	0.6745301847163347	0.6793354239972814	0.6389348639449127	0.5136607006976716	0.5989650000975055	0.5971867970474122	0.5987130815763624	0.5594212453587035	0.64022300407655	0.5888950111749627	0.5066009254108392	0.5183793947127632	0.6003899596553074	0.6159235398773798	0.612746427854481
320033-V3-BC	0.6523377611165044	0.640789879405206	0.4654861195549529	0.6174263543485731	0.6908728290587365	0.654899480410816	0.6588745421602265	0.6238515488639335	0.5652918403561515	0.6224093903717286	0.6192405481398288	0.5501100193552844	0.63038933087249	0.5661772887259036	0.5377143518122236	0.7381729417500162	0.6209007654753251	0.6906982770141502	0.5367659250005681	0.5102513068237715	0.5779185162507875	0.5906703512415332	0.49153438015965567	0.6617639886343669	0.5979996203008456	0.5630408559070815	0.0	0.6210957023864986	0.698830630576976	0.6770576070368242	0.5942356354280967	0.5874997007588266	0.48633883254590476	0.611382269655871	0.5569330328027721	0.5681712560719048	0.6133075938359527	0.6948749945848879	0.7302905020793059	0.7232400159385542	0.6370654594158396	0.6112286994324986	0.737046076603852	0.5736816988470771	0.5847064512271163	0.6338135068419376	0.6591834104475716	0.6471896564012917	0.7402822481113952	0.6177749088384248	0.6036555471204763	0.6171971070312293	0.6446055551404213	0.6086354711873696	0.6913332882181226	0.5620515771426828	0.6915854240483341	0.6156881817171622	0.606627899970957	0.546347090581869	0.6925097931461665	0.7058679281345706	0.6997840478785722
320034-V3-BC	0.6635349400868096	0.6363473955809135	0.6197829584553178	0.5860509895013545	0.4829733486759064	0.6244079370103733	0.5192270021232194	0.40860452573138983	0.4882954236693726	0.5488506929838552	0.6159631461814076	0.5232309373933032	0.6212101014645771	0.5733292762850518	0.5521634980893436	0.5851145566246077	0.5434540828494684	0.7213166540817051	0.647070857999917	0.6017537030779859	0.5409967403142929	0.440707135998106	0.5482468146212719	0.5708768840777314	0.3583954422418744	0.5538610815895818	0.6210957023864986	0.0	0.5926664891373806	0.4677424041393566	0.7096593083630987	0.6395513071517812	0.6792453451994312	0.6243617312087244	0.6448231146348847	0.5969367841659712	0.6697179374151024	0.870142871432995	0.8775684867680852	0.8262826765506005	0.45342618891790026	0.41842123241521145	0.4912311241065931	0.6779835488978974	0.5993101604236064	0.5438545032411423	0.445570725175826	0.7517410868178404	0.49264668235925424	0.7809654035816922	0.7565972572423794	0.37187298980246825	0.4589023143342459	0.7416626080635005	0.4055026411250058	0.606391583340447	0.7798498908104243	0.427033519670574	0.5222547874576121	0.6807433108147877	0.5119667228165815	0.5195263729146274	0.4643106687342414
320035-V3-BC	0.6989775602613366	0.6801153307644622	0.6464387841431529	0.6507020647975214	0.6709167579878623	0.7018609346262336	0.5942001583829875	0.6489608124942431	0.6309235971813748	0.5704574308156313	0.5663124326709285	0.6017305821580003	0.5783198880906192	0.5837630695458403	0.6052160015686509	0.571672029623341	0.6554492790537954	0.6659320655623664	0.6718637762113634	0.5700456159176315	0.5870139915917606	0.6098251032754806	0.7061229222660104	0.47630600851752364	0.6253059875314652	0.6299399385785408	0.698830630576976	0.5926664891373806	0.0	0.5887772088596437	0.7022845290404792	0.623066673480265	0.7411322113870829	0.5739919468929245	0.676712823579375	0.7146043588291066	0.6400029513853627	0.8526565799485888	0.8395358325121758	0.8142973331468082	0.5610636042809781	0.5951415469363962	0.6169710560446998	0.6280935093629244	0.6765545408811175	0.6766123758692347	0.6456659542910443	0.7721722755664733	0.5971619570596266	0.7746498978570935	0.7394930218572037	0.6255097034685169	0.5669238278930647	0.7351699627521379	0.5843151209764685	0.7135728333239677	0.7549056348900516	0.6413529613763258	0.6999156862547735	0.7461946750844541	0.6296503098444777	0.5215262638018543	0.6078241183274478
320036-V3-BC	0.6648378842035019	0.6755156086092421	0.6192445263017515	0.5793166409221189	0.4553489618707268	0.6578376207012396	0.6057118619477264	0.4693255938485375	0.5620460377064695	0.5504502882977594	0.545013479710514	0.5335670719873779	0.5904603241743759	0.5266985168048838	0.6073086489842471	0.5332859864594215	0.6120737433348071	0.6896871521967827	0.6469424731215742	0.583341810424878	0.47933755319168836	0.4999244602874734	0.6156927654859576	0.5384118984030297	0.41882568632402584	0.5810632263151382	0.6770576070368242	0.4677424041393566	0.5887772088596437	0.0	0.7194790426515922	0.6297191229212841	0.7116084571282527	0.574299900547446	0.6334651298443389	0.68239393498038	0.6453051281220838	0.8582673313308626	0.8780051743048608	0.8097754595240563	0.40091856395227954	0.4160952532691533	0.4589082611140516	0.663030720743453	0.591323012038453	0.5814537268390217	0.4834801620671453	0.7534739743892147	0.4540047578425697	0.764816295231888	0.741798558445187	0.3808670687416013	0.3855088332884647	0.7427512901633658	0.4109179699220081	0.6444833686814977	0.7793302799424372	0.497904627830116	0.5952156244441194	0.7160092135052426	0.40473875564721723	0.42395925791875183	0.5554754457617737
320037-V3-BC	0.6673875401478261	0.6541426787187937	0.5687991468939909	0.6289402943014665	0.7993983025510907	0.617438178796858	0.6934299655846171	0.7668472799382654	0.6608111486447232	0.6839447337059771	0.6643824896746425	0.6126061145691671	0.5995294805527817	0.6064464607323699	0.60599971317245	0.7594806675174373	0.6266175330224875	0.6182134765563245	0.5454329728445412	0.5976566066675251	0.6375877102204845	0.6715915664430443	0.6770052891126198	0.6864829907148545	0.7050113004148244	0.6035402875014435	0.5942356354280967	0.7096593083630987	0.7022845290404792	0.7194790426515922	0.0	0.538023131849237	0.7033767482903142	0.6386889211990271	0.6379040498736245	0.7279419052105192	0.6653294924276004	0.7542109600752039	0.7755917381959467	0.7390418859259879	0.710204935831926	0.6729026669925977	0.7830802446086232	0.5326090534294042	0.6237704799001925	0.7269382360922249	0.6469651919162466	0.6559407911763774	0.7798081129908971	0.5957798253516858	0.6130709724472742	0.7213706580135821	0.7065461415802123	0.5685576293418725	0.7326072457627711	0.6756319114575753	0.631486133455699	0.6651168977239007	0.6735979525785531	0.5473305582840355	0.7492576061201718	0.6844220324808132	0.747603063831712
320039-V3-BC	0.5742098314907941	0.5104852898708556	0.49460727616501016	0.5241295465820699	0.7313354983288123	0.5412189953552969	0.657847156073432	0.697461051388513	0.5854240211066687	0.5469755530100795	0.5425027128912601	0.5643371872753021	0.5285036017020243	0.49665041170484353	0.4813126899273202	0.6233689955729071	0.5281964740972113	0.5247961401556979	0.5438368859144189	0.34793188199071134	0.570838333316474	0.6002308481827933	0.6058673826845221	0.5415359465628221	0.624764246120498	0.5131215691655727	0.5874997007588266	0.6395513071517812	0.623066673480265	0.6297191229212841	0.538023131849237	0.0	0.5975917469691224	0.509182528173081	0.5529772417182918	0.5987630106547954	0.5203125703920867	0.7795177404085941	0.7764441426844495	0.7272926780587556	0.5845358277725531	0.6292453310645344	0.6808513113407322	0.4995669659310761	0.6590948278433968	0.6755798967617239	0.6159992409422187	0.6443483719231913	0.6817020941710804	0.6652097227734632	0.5895182721681508	0.640060783815247	0.6317545997782058	0.6074554613974928	0.690434233237057	0.6596054469966307	0.6412154582965883	0.6546534609320478	0.631981774555509	0.5579632146228746	0.6766054646585701	0.5993261684474509	0.6777879273564006
320040-V3-BC	0.6249096739806664	0.6168715546835124	0.6143768047532525	0.6391696688574526	0.6624821858039004	0.6401967024888736	0.6852286546465316	0.6292600235241491	0.6064527666932561	0.5869916926106267	0.6285723276560654	0.6433334865349375	0.6608674731170375	0.5968617108544821	0.5485308676450943	0.7315061796696012	0.6448338687925893	0.6320653505304632	0.6320377378978372	0.49247982583601607	0.6179447682485208	0.6187932685129023	0.5484390516532358	0.6680354416586493	0.6274923093518846	0.5525433063900785	0.48633883254590476	0.6792453451994312	0.7411322113870829	0.7116084571282527	0.7033767482903142	0.5975917469691224	0.0	0.6811403890565956	0.554498529916621	0.5285993186197515	0.691130390919755	0.7245949056906257	0.7695252961738244	0.7075320314771866	0.6768446573682377	0.6512533039666669	0.7235751371539363	0.638522945468979	0.6800749460394797	0.6204400375326984	0.679854370666963	0.6384381410412973	0.7481585327808599	0.7308393200031118	0.681365639715405	0.6380383867818616	0.6554044342237458	0.6465277310393683	0.7223284350030656	0.5855458265257111	0.726062722346777	0.6870208104531642	0.6394380497595188	0.5758137880677451	0.7293028337218596	0.689349436278879	0.6968847154404669
320041-V3-BC	0.6097844360651805	0.5932270161498318	0.554259407572214	0.5461953622664556	0.6881149062983772	0.6130429735892398	0.6937140526900885	0.6624656820655933	0.5984683468711093	0.5536132721707324	0.5185819792129561	0.5524762012577862	0.5505997975301304	0.49380716808214753	0.5310641229591576	0.6321251001626753	0.5734892638549156	0.6194064932906558	0.5985708797112514	0.525738668037281	0.5371072489347761	0.5452496683476724	0.6242712622388212	0.5888308864236317	0.5864702316866662	0.5754796437044732	0.611382269655871	0.6243617312087244	0.5739919468929245	0.574299900547446	0.6386889211990271	0.509182528173081	0.6811403890565956	0.0	0.6259890239601794	0.6811490538996859	0.571737566950285	0.8065338463814546	0.7894537786073138	0.7511731071190868	0.6009343023855319	0.5890637368416305	0.6695890864596848	0.5868593201737063	0.6663794369016705	0.6737457408943954	0.6341668041226914	0.7081739668143551	0.6725084326637778	0.6438401269901791	0.6271406840780209	0.6184870242414947	0.5580908459102373	0.6660851311190048	0.6049805295968765	0.6845149130495437	0.7272767387576397	0.6515644616963353	0.6526297324304446	0.6606693189710128	0.6080177183143479	0.5759575004053439	0.6472171720887432
320043-V3-BC	0.6325871885435334	0.5019016519433014	0.5001704399885023	0.5773484933247386	0.7479449177937595	0.5669298239309647	0.6533597151651804	0.7129091139743432	0.5551928109657001	0.5888113093327085	0.5951077165204741	0.6281027835765792	0.6010216095709832	0.59853518060932	0.528880171731274	0.6972906529366655	0.6084913114541614	0.5720542109080612	0.5164980599099112	0.4971172181670819	0.5611555375607319	0.5696936727947017	0.5735469031061562	0.6304602795753096	0.6300326791804294	0.47465606112457	0.5569330328027721	0.6448231146348847	0.676712823579375	0.6334651298443389	0.6379040498736245	0.5529772417182918	0.554498529916621	0.6259890239601794	0.0	0.5789673231943163	0.589903500510427	0.7109456942229283	0.7521088024541224	0.6875494472959377	0.641904531235298	0.600532367956229	0.7169732280027679	0.5684716909640636	0.6168633102784017	0.678790591234627	0.6388587823412618	0.5618457773730968	0.7131237324591657	0.6540437252836644	0.600794105590764	0.5677456516945678	0.6185415867101463	0.5388335740748517	0.6810878378243908	0.6730606973981913	0.5956119875946939	0.6634733828531814	0.6126242925501534	0.4653607428384572	0.6740445588082045	0.6740641708815766	0.6752384309291656
320044-V3-BC	0.5493373920298964	0.5345626790575745	0.639230452126188	0.5763323436668533	0.6694796931206494	0.5668058475744534	0.7442934859275527	0.6084349523927248	0.48706312376316535	0.556359260330134	0.6283389244417182	0.5536086703255763	0.6716151631240442	0.6337710247065296	0.5900287306873792	0.6872079640697136	0.5345556423244606	0.7028315180966488	0.609138674870945	0.5355867082219808	0.608516525128265	0.539247590436751	0.3963195972905985	0.6779294903143084	0.544592605823879	0.44060364864152346	0.5681712560719048	0.5969367841659712	0.7146043588291066	0.68239393498038	0.7279419052105192	0.5987630106547954	0.5285993186197515	0.6811490538996859	0.5789673231943163	0.0	0.577568070674304	0.7796216328587796	0.7791906672900205	0.7701486234912824	0.6669286781091963	0.5972815077669661	0.7091121043454163	0.6086929377163344	0.6481906087149815	0.5580812528001593	0.649654060836376	0.6588309076399103	0.7320987843634569	0.7671349014672669	0.7157254527258072	0.5752994251690134	0.6769836420186541	0.6539190399105719	0.6781758089385264	0.5713859129734391	0.7412927268649266	0.608622114071212	0.5903500476903005	0.6000338959252409	0.6707617945625941	0.7004792577539547	0.6159482174450146
320045-V3-BC	0.5326121153806996	0.4333345389700065	0.517305838442282	0.5530390236129639	0.7875562206905704	0.5407610723584547	0.7172638682398008	0.7421052246417651	0.5523733128679458	0.6170092494712307	0.5647718960592135	0.5627395952919294	0.5971671096474421	0.6190668691657742	0.6063434390603323	0.674653391107917	0.5741730755884314	0.6225265435486474	0.557318966787256	0.45141994282529907	0.6288897283699896	0.5639395564489024	0.5879335483316132	0.6445929652364654	0.6358047772594972	0.5146864499759644	0.6133075938359527	0.6697179374151024	0.6400029513853627	0.6453051281220838	0.6653294924276004	0.5203125703920867	0.691130390919755	0.571737566950285	0.589903500510427	0.577568070674304	0.0	0.7868478324400898	0.8076917534654537	0.6979413211940065	0.5915268097814016	0.631714274039059	0.72248110499986	0.5767500526811764	0.5585793109978467	0.6337852908747168	0.6677122856946555	0.6214181430914258	0.735683830929925	0.6468247263655584	0.6117362860049834	0.656831929897965	0.7196240646873556	0.6033575467694733	0.7009418372307101	0.6354494627867212	0.6659037815609047	0.6957278649040455	0.5873107276996803	0.583014066545466	0.7248855692771322	0.6779080817334046	0.6847588276602122
320047-V3-BC	0.7977062515245812	0.7912832277757645	0.7117284946999219	0.8297061992483793	0.892419265968861	0.7918152855920076	0.8576195991005328	0.8833884341496964	0.8224487896739998	0.8398019723524698	0.8108660847151399	0.8445464007235778	0.8045401482073438	0.794293282499429	0.7880784289468059	0.8965840630319993	0.8582298354198016	0.8120581818773492	0.7222506943566184	0.7719298017594607	0.7795988782709798	0.8388322639265923	0.7618644532032041	0.8240485311802916	0.8377562854727458	0.8030231246987638	0.6948749945848879	0.870142871432995	0.8526565799485888	0.8582673313308626	0.7542109600752039	0.7795177404085941	0.7245949056906257	0.8065338463814546	0.7109456942229283	0.7796216328587796	0.7868478324400898	0.0	0.7069671559714487	0.6726532497278478	0.8606457977050536	0.8710633713322136	0.9010301371483718	0.7234557783781862	0.7965850839258982	0.8236047476308401	0.8214301305810588	0.7355175911011638	0.9103979204578855	0.7599751038678009	0.6733941441600457	0.8419010512836309	0.8276579828876028	0.5782924956886897	0.8866530622809553	0.7929559443668124	0.7031442068542588	0.8467301729330485	0.8326763999722288	0.6471348340648041	0.8879828986957209	0.86385752343773	0.8651642310103078
320049-V3-BC	0.8418889116604327	0.7667413239345419	0.7391032175609077	0.8477233617995459	0.9102007203026045	0.7943576544491722	0.8599952784300688	0.8944258351634087	0.8297645445908788	0.8447794180419493	0.8184998107985789	0.8603381032703007	0.8349163021076094	0.7785636926221935	0.7846915806115302	0.8887871804802626	0.8384094517992872	0.8421851279032427	0.7545537052632283	0.7621612056992969	0.8025984492979882	0.8417606861692012	0.7939489089038058	0.8330762879990293	0.8459853112028218	0.7973787965268606	0.7302905020793059	0.8775684867680852	0.8395358325121758	0.8780051743048608	0.7755917381959467	0.7764441426844495	0.7695252961738244	0.7894537786073138	0.7521088024541224	0.7791906672900205	0.8076917534654537	0.7069671559714487	0.0	0.7646137315569949	0.8801863276236322	0.8720861715324744	0.9050851179583759	0.7209750088451795	0.8028032652678723	0.8428269791572813	0.8835440752019009	0.6429753782398486	0.9149410941404861	0.7764047615728357	0.7688114515414805	0.8554110299692657	0.8298391308881045	0.6531924753158337	0.9081844691668814	0.8067227847479435	0.7140652232958106	0.8737832819325937	0.839011426980043	0.6972745914707077	0.9031567112441934	0.8578794188519141	0.8765832624284551
