	320001-V7-BC	320002-V7-BC	320003-V7-BC	320005-V7-BC	320006-V7-BC	320007-V7-BC	320008-V7-BC	320009-V7-BC	320011-V7-BC	320013-V7-BC	320014-V7-BC	320016-V7-BC	320017-V7-BC	320018-V7-BC	320019-V7-BC	320024-V7-BC	320026-V7-BC	320027-V7-BC	320028-V7-BC	320030-V7-BC	320031-V7-BC	320032-V7-BC	320033-V7-BC	320034-V7-BC	320035-V7-BC	320036-V7-BC	320037-V7-BC	320039-V7-BC	320040-V7-BC	320041-V7-BC	320043-V7-BC	320044-V7-BC	320045-V7-BC	320047-V7-BC	320049-V7-BC	320050-V7-BC	320051-V7-BC	320053-V7-BC	320054-V7-BC	320055-V7-BC	320056-V7-BC	320057-V7-BC	320062-V7-BC	320063-V7-BC	320066-V7-BC	320069-V7-BC	320070-V7-BC	320071-V7-BC	320074-V7-BC	320077-V7-BC	320080-V7-BC	320084-V7-BC	380002-V7-BC	380003-V7-BC	320085-V7-BC
320031-V7-BC	0.5019946108896	0.6079680132727897	0.6225202975607457	0.4866724600662326	0.6399101699438533	0.5402040771489068	0.48210346915366675	0.5397577794276139	0.592399324243676	0.6127306547002848	0.5918945088727177	0.5168029529795247	0.6379789127200437	0.6822047618233678	0.524840207104133	0.6681631757094842	0.49716375801658497	0.5132043480621037	0.5913756249010134	0.436712045431502	0.0	0.586426211155127	0.6097754459618212	0.6327136145435489	0.5910708988972471	0.4474307748675778	0.7639696635783616	0.6778045554002985	0.5561166427839637	0.5341956989722897	0.7956698298339479	0.7302776077619868	0.7662218507616937	0.483053142549369	0.8591810562345357	0.7877535883133141	0.5480500607313716	0.801232196763533	0.4586243804216267	0.739503516887716	0.6745919914105702	0.7588333712236771	0.6770388436308025	0.40273924589327903	0.658786225564734	0.56551212509101	0.6018463049932509	0.8162035663425566	0.4518732587201253	0.6928902475641143	0.7607304546574973	0.6640138673254147	0.5435327036745138	0.5263030846148511	0.6156778397164321
320032-V7-BC	0.5357592788672827	0.5787349573827837	0.4872435563772481	0.5368034652449911	0.4862991837852857	0.5486866179545522	0.5849857436198738	0.48466648488306424	0.4972563219322526	0.5627223892815009	0.5571653609262389	0.5823287013383072	0.5467284589900605	0.5802409871923419	0.5881383458373498	0.5707803910824735	0.5248180405654208	0.5349969045808398	0.5834325142183965	0.5791265514094828	0.586426211155127	0.0	0.4518613739856746	0.47776961658373585	0.5480081197334885	0.5934226004145303	0.627207909653407	0.5251634409610128	0.5325230837372332	0.6150554989464759	0.7040519919412949	0.6585193297133728	0.6317616858157163	0.556716250577591	0.8067886545244988	0.6817387605026226	0.511344071850564	0.7305726310191895	0.6083098382941557	0.6140657117645767	0.6227540528866777	0.6417487700372103	0.5449142204943603	0.6358130551130433	0.5061231130511508	0.585053762400799	0.5936739605583383	0.6683549739509008	0.6262825828625843	0.5838641503739151	0.630637900289333	0.5858547441989629	0.5915979995788936	0.6262582041873542	0.524083610104004
320033-V7-BC	0.5399958378829582	0.6327348816127059	0.6016221004777331	0.5103428141534299	0.5233540796785391	0.5685534110466032	0.610445384992087	0.4955541890240999	0.6231983465556897	0.4782887575430511	0.5227889484929041	0.5858827416997882	0.4910857028904787	0.515750078779656	0.5793899789497959	0.47781083472814995	0.4953543439996944	0.5310984771845101	0.5703162091281198	0.5874691805849739	0.6097754459618212	0.4518613739856746	0.0	0.5378196223513287	0.5948742103787323	0.6155596644354688	0.6456305421299261	0.5252237568876814	0.5581729766985692	0.5618523892229581	0.7093507612019021	0.6619120241897944	0.6398401010973584	0.5457999996898409	0.8376115517827893	0.7091861089041686	0.5294821147529322	0.7468732899654179	0.6387576201193892	0.635811985386371	0.6416511006253656	0.650047750700013	0.563811646243699	0.644743599666402	0.5781699201400539	0.6251342927129782	0.5979331811336137	0.7411932789358665	0.6155408381144601	0.572232522631511	0.6851527216069574	0.6338666599596395	0.5635112942406881	0.6563737141226447	0.5497641113114861
320034-V7-BC	0.604799007428928	0.5978735972541113	0.5686739003634246	0.6194268165683123	0.4905559729546913	0.522697426373841	0.6341245433038782	0.4858477163961908	0.5404466538049277	0.5672320568595626	0.5708954556995304	0.5850727715940668	0.5333106242486528	0.5512109949675748	0.5767176649056585	0.586470304257316	0.5530233744367226	0.5319779661123906	0.5675359067390408	0.6630918863109493	0.6327136145435489	0.47776961658373585	0.5378196223513287	0.0	0.4943290534855191	0.5522479872091619	0.5984889543313883	0.5399629880354386	0.6376381998308959	0.5885483030092801	0.6833849913387056	0.6191219595520517	0.6334113999873309	0.6082579365481838	0.8040880292882839	0.6960088449123114	0.487184622655579	0.7097636246487579	0.6564286972697516	0.5657793329897725	0.6421099074094521	0.6477816094975337	0.5584086110931779	0.6812938854025122	0.5193501555990511	0.5899955226139229	0.5952001646377469	0.6841576755001276	0.6419759330637214	0.5044775522468661	0.605238670778976	0.5473765173504207	0.6469231269107503	0.6538744027142249	0.6079398395948773
320035-V7-BC	0.5676711041958468	0.6047496890367493	0.5913959324374907	0.5941274747111798	0.5091269809370585	0.6093013296173344	0.570442512282019	0.529494374416063	0.40541724587078065	0.6103418691082079	0.5349729650679433	0.531082526898154	0.5258487367212954	0.6055738049151548	0.6195177840720055	0.5980437084607381	0.5405039700661927	0.48703885932244717	0.6069238261931312	0.595974198151564	0.5910708988972471	0.5480081197334885	0.5948742103787323	0.4943290534855191	0.0	0.5392580469045232	0.7188651049983137	0.593964247115835	0.5986791980815042	0.4590438671758576	0.7352235786288771	0.6284112305598984	0.7129302351384795	0.5819383841469563	0.783220514037168	0.758906133769547	0.4780585804814067	0.7823472529247167	0.6332645623256968	0.6292677222702692	0.6540764727330478	0.6448037736634179	0.5903841071900143	0.5774336639713475	0.5424321161403673	0.5228585192267283	0.569299172873593	0.7445789363802748	0.5507962888333746	0.5626756032373624	0.669664023688984	0.616680435557778	0.5449059493769296	0.6374508020224169	0.5878742410205146
320036-V7-BC	0.5260617453739276	0.6265772481990577	0.635620924358762	0.3932270240083571	0.5120562398281769	0.533264478822554	0.5074817784443579	0.5315416228078421	0.5235981754591574	0.6089357231081944	0.5235219759099936	0.4818626941850373	0.6036864205702014	0.7023350287379145	0.5944291854761637	0.6320810650305388	0.45808537370842545	0.4449053473183001	0.6144266401680041	0.47896578037409904	0.4474307748675778	0.5934226004145303	0.6155596644354688	0.5522479872091619	0.5392580469045232	0.0	0.7430125540103139	0.6481808292562758	0.5488690145681583	0.5178059721093841	0.7693994774180446	0.7237647070094922	0.740689916382048	0.4379501271822978	0.8708660051533271	0.7782521774006098	0.526020802947445	0.8124984323532157	0.5103886280561403	0.7154628897448637	0.6881466538687792	0.7234380111971623	0.6947275881893263	0.4468482576493447	0.6275868918261742	0.5052689347039184	0.48151972093355155	0.8043667594706523	0.35755554392879807	0.6323403048233013	0.7575202791163423	0.6320424857742845	0.5547993591353234	0.5841818349143967	0.5751015056455006
320037-V7-BC	0.7432199824168878	0.7407392603268663	0.6450110430185905	0.7146405824279297	0.6360984842943117	0.623607808776763	0.7848022399869211	0.6989931718242105	0.7246624748922433	0.6711124830766976	0.7022506746779257	0.7453359962893497	0.6462847722422844	0.6871594724310887	0.6890873407915167	0.6710398168545446	0.6762291206119992	0.6805757125640329	0.6981525310263306	0.7974481059472246	0.7639696635783616	0.627207909653407	0.6456305421299261	0.5984889543313883	0.7188651049983137	0.7430125540103139	0.0	0.6371601534230378	0.7199287608318348	0.7572345330763705	0.6101388232612108	0.6573038136671024	0.6485000697557454	0.7177878308547171	0.8129845493536854	0.6233532621197253	0.6185996083526993	0.6638772486764255	0.7766164670420513	0.6335391184404201	0.663971762907587	0.7102891108206544	0.5755714170017596	0.816436151953028	0.5813445170875537	0.7101732197707453	0.6489286496531377	0.676578285782967	0.7863986677674871	0.5872227817673393	0.6565293294661749	0.6492797013899897	0.782552318328627	0.7058615873306231	0.664339323368804
320039-V7-BC	0.6431021366376041	0.5883105251674542	0.6013776255098033	0.5651583945301588	0.591451457149244	0.6150084292591935	0.6405252980560634	0.5914854982290245	0.640118465410599	0.5542852946787228	0.577649833229107	0.5953456873318241	0.48063442265683254	0.5021316663907763	0.6278822347410344	0.5079480104681897	0.6047798335279541	0.5981816491544366	0.5061225303665831	0.6766609438328569	0.6778045554002985	0.5251634409610128	0.5252237568876814	0.5399629880354386	0.593964247115835	0.6481808292562758	0.6371601534230378	0.0	0.5983061320100233	0.5930149537243303	0.6980410058877679	0.615462263910559	0.5182162844034162	0.6236475167915669	0.7929332509821108	0.7112002096497433	0.5400455424493699	0.7404847217302915	0.6851308295844581	0.526240840205691	0.597546751299299	0.5974434853867848	0.5307115591325335	0.6669167145614231	0.5848022364489953	0.5861672206457709	0.6053974795749437	0.6468353520731077	0.6225659157171657	0.5589813521089816	0.6049302865930284	0.5490796877563152	0.624191663783786	0.624409612597212	0.5588883704739305
320040-V7-BC	0.5202850106642976	0.624844936763569	0.6565657900049927	0.45981339342654565	0.5654721426685123	0.6195894444254005	0.49959462347047146	0.5680603756487457	0.5862032401218457	0.6133241964853808	0.5513940938548798	0.4781719768442523	0.6358917643221926	0.632472250764341	0.5574854514146008	0.6052482456866239	0.5423013879573308	0.5446662261050654	0.592819962616773	0.47685747423290453	0.5561166427839637	0.5325230837372332	0.5581729766985692	0.6376381998308959	0.5986791980815042	0.5488690145681583	0.7199287608318348	0.5983061320100233	0.0	0.5744852347917139	0.7663632020184064	0.7080667429113342	0.6942251139453647	0.5275116970563793	0.8421094934431466	0.7748373910919494	0.6017640780562888	0.755241582979529	0.5917945791165947	0.6860822530532144	0.6326250589161596	0.7008329198148466	0.671575451111681	0.5353059648515326	0.6277920428573348	0.5440636991705676	0.5598370720388288	0.7666891059633174	0.553471157683826	0.6853165960143937	0.7285438865905844	0.6330100987749414	0.5418929907743488	0.5804252310158335	0.6615921106263298
320041-V7-BC	0.5821804124338027	0.6498959071788039	0.6247886333902651	0.5845278830919413	0.5638673082470599	0.5711526091891574	0.48373901093712884	0.5782370610579274	0.5418733269801372	0.5284208012621278	0.5403092986933761	0.5265279040500743	0.6045750874820361	0.5822034177059654	0.6412314155279146	0.6022130003458724	0.499145050291269	0.4794985510558209	0.5973940041505411	0.5082124032582226	0.5341956989722897	0.6150554989464759	0.5618523892229581	0.5885483030092801	0.4590438671758576	0.5178059721093841	0.7572345330763705	0.5930149537243303	0.5744852347917139	0.0	0.7591706050217353	0.7111977095280226	0.7023808326774065	0.537663704766537	0.8490529820760311	0.783880961728006	0.5030354687147155	0.8020247374724805	0.6204875981374111	0.6820923638787009	0.6826154458714513	0.6979952660545888	0.6236346579869866	0.5245863831823109	0.6474510390518963	0.5507851530447024	0.5933347629426448	0.7954056712432729	0.4974813121093761	0.5981108852568918	0.7314270766726905	0.6630751745781825	0.48385175266407937	0.6887459506951804	0.5181764997858066
320043-V7-BC	0.8161066378310733	0.7928733321190753	0.666038000689452	0.7726107762170233	0.6966580208960077	0.7155658648453184	0.8156914855757161	0.7432298746337824	0.7456712241785888	0.6724242645290324	0.7675010271845031	0.776565775947011	0.6276754545803526	0.6679784032959066	0.7883939813003868	0.7251289586478419	0.7570570355061903	0.6785899580839849	0.7243791273805158	0.8508047855023402	0.7956698298339479	0.7040519919412949	0.7093507612019021	0.6833849913387056	0.7352235786288771	0.7693994774180446	0.6101388232612108	0.6980410058877679	0.7663632020184064	0.7591706050217353	0.0	0.6866337794676733	0.6073999712664127	0.8261095427520931	0.7548598696932025	0.5861124587982418	0.5851714295923734	0.6083147356561094	0.8223512421729706	0.6477539796280183	0.6617689362870299	0.7516266264073656	0.6365011463687913	0.8373969051916633	0.6373416380841262	0.6780240011791205	0.7166718567269761	0.5704949621494231	0.8079044030315737	0.5134063482134745	0.5361635143531338	0.6804819245895899	0.7756686042021852	0.7592658694123107	0.7345052554567475
320044-V7-BC	0.7309941479154367	0.7026076641527607	0.6763853565701319	0.7305221637876629	0.6479180660528713	0.6862739887013607	0.7435477312416516	0.594243310617847	0.7151829374495992	0.6918614932313126	0.7006551343385338	0.7110574280175809	0.6419274061208666	0.6800988023440838	0.7087600910752642	0.6839738562629066	0.6828446923098538	0.689822635103471	0.5797862591627667	0.7637268067143363	0.7302776077619868	0.6585193297133728	0.6619120241897944	0.6191219595520517	0.6284112305598984	0.7237647070094922	0.6573038136671024	0.615462263910559	0.7080667429113342	0.7111977095280226	0.6866337794676733	0.0	0.6281707029146475	0.7178148780212213	0.6440752937512998	0.6378285233838038	0.6129353747397778	0.6597791545208175	0.7822655574907855	0.6359626017776373	0.5213567457966025	0.6798930329602619	0.5312975899006278	0.7961170440576928	0.5783921261523075	0.7399315860655785	0.6255840521401068	0.7141546541986715	0.7606647671002997	0.5450972731410281	0.5850951906717656	0.5612337435536391	0.7454180877783662	0.7320139141927081	0.6288806093550097
320045-V7-BC	0.7336043753522107	0.7003508259482886	0.6790922135961266	0.694179555949261	0.674132592515532	0.7033777637763972	0.751895993832735	0.6880684702843092	0.7577547943415242	0.6416153000165042	0.6953644039050908	0.7113644593654344	0.6709142748321789	0.6141275566981411	0.7454882830515455	0.6348259385454792	0.7188577762318468	0.6797011416239945	0.6463185814894141	0.7730778936879066	0.7662218507616937	0.6317616858157163	0.6398401010973584	0.6334113999873309	0.7129302351384795	0.740689916382048	0.6485000697557454	0.5182162844034162	0.6942251139453647	0.7023808326774065	0.6073999712664127	0.6281707029146475	0.0	0.7374729366812802	0.7397592984648902	0.6262045125131337	0.6162682443238011	0.6757671151725847	0.7729836392485506	0.6367855504132962	0.6553715336154542	0.6081576762134672	0.5892568103065756	0.789235470765884	0.6479835450813991	0.67740139805231	0.6576431017830041	0.6255731478959242	0.7503445452713149	0.5628499413261482	0.5158000108011745	0.5938411343922285	0.7481984376111379	0.6947537620794841	0.6171444866813408
320047-V7-BC	0.4226384733655229	0.6204946553672174	0.6128739148677912	0.4282882303388258	0.5928371962635415	0.584460742896623	0.4891162284210871	0.5536487303217944	0.5517136229520594	0.6015648256257814	0.5353588815803886	0.4725977876493308	0.6585282847949709	0.6776461334689468	0.5722010028533465	0.6418284694195752	0.4368038611100021	0.46906895676954846	0.628634709007679	0.4829017913259904	0.483053142549369	0.556716250577591	0.5457999996898409	0.6082579365481838	0.5819383841469563	0.4379501271822978	0.7177878308547171	0.6236475167915669	0.5275116970563793	0.537663704766537	0.8261095427520931	0.7178148780212213	0.7374729366812802	0.0	0.8667159655568458	0.7918357113480454	0.6124580784806872	0.8266945762505872	0.4938769191523821	0.7186767083377779	0.6860968234139345	0.7079137929082768	0.6847902931656306	0.40803283464491724	0.6410632650216995	0.5032217680025767	0.511388664509044	0.8278617845505635	0.38640853663318336	0.7234419072099417	0.7775525677532419	0.6870576894280818	0.4698455831588265	0.6123863150858825	0.5395042962072198
320049-V7-BC	0.880467179150017	0.8268401053374007	0.8154001003900766	0.8608090906217932	0.8390413766120737	0.8206591332695634	0.8787409064829483	0.8325962674642734	0.7864544312365986	0.8409133188611239	0.8482258761903845	0.8617737511083536	0.8112931832504786	0.844015951838611	0.8468826995283978	0.7782343649564505	0.8367192658808082	0.8452417563500182	0.8327627051010493	0.8809408628466235	0.8591810562345357	0.8067886545244988	0.8376115517827893	0.8040880292882839	0.783220514037168	0.8708660051533271	0.8129845493536854	0.7929332509821108	0.8421094934431466	0.8490529820760311	0.7548598696932025	0.6440752937512998	0.7397592984648902	0.8667159655568458	0.0	0.7693563181912941	0.8060613002904815	0.7228635225642291	0.892096915837071	0.7825345452307467	0.7037791093243222	0.6590256855237172	0.7125225675278064	0.8977063627781786	0.7422276057828069	0.8615943259169079	0.8039490173097572	0.7886950359862495	0.8912249275003229	0.7204962113241031	0.6029402280710551	0.7377650575856025	0.8519386560288931	0.8575833594702091	0.7854517582902001
320050-V7-BC	0.791405546695815	0.8151513001808388	0.6981364494456201	0.7720199189826306	0.7023166899480433	0.7068841119503377	0.8063022090040419	0.7129046443984316	0.7737791894367275	0.7476395271688779	0.7164810154812644	0.7759493799906607	0.7037653042458348	0.7173931762374376	0.7819019213740775	0.7120010402077388	0.7105007234286354	0.73347946437304	0.7186059922501541	0.8198897036831847	0.7877535883133141	0.6817387605026226	0.7091861089041686	0.6960088449123114	0.758906133769547	0.7782521774006098	0.6233532621197253	0.7112002096497433	0.7748373910919494	0.783880961728006	0.5861124587982418	0.6378285233838038	0.6262045125131337	0.7918357113480454	0.7693563181912941	0.0	0.6418574563078484	0.6354542532173343	0.8303492437094424	0.6876786645556344	0.6636936512643482	0.7296574419515479	0.6135373266010002	0.8373893351731374	0.6036358404451504	0.7792279545167106	0.6914967610415105	0.6263385778589187	0.8097166306995622	0.6109460169799189	0.5860259154382883	0.6380317205915939	0.8018989760351886	0.725124418212629	0.7357677212193373
320051-V7-BC	0.5965045051514668	0.5928408695968259	0.5500692102236736	0.580075508849293	0.5418314474956439	0.5333240053572907	0.5949395815632379	0.4977171190391215	0.49932403570804884	0.5042723689757619	0.531334312814608	0.5659703186590669	0.5142855017934617	0.5179353422086752	0.5612371741268286	0.5645585701085906	0.5336368585941285	0.4248388414311068	0.5310453646646741	0.632107559527798	0.5480500607313716	0.511344071850564	0.5294821147529322	0.487184622655579	0.4780585804814067	0.526020802947445	0.6185996083526993	0.5400455424493699	0.6017640780562888	0.5030354687147155	0.5851714295923734	0.6129353747397778	0.6162682443238011	0.6124580784806872	0.8060613002904815	0.6418574563078484	0.0	0.7060319863991545	0.614031809572657	0.5810797910250509	0.5585310075201535	0.651962145093874	0.49650404220641514	0.6023068206628297	0.382309547844944	0.5156094668377448	0.540924256552975	0.6817020390621333	0.5521867319454496	0.43278184899281963	0.5967150311749876	0.5253422817399961	0.6075519215246519	0.6094878873739511	0.5365211982429913
320053-V7-BC	0.8347076102807747	0.8143788468111176	0.7370146750960005	0.7914558056074155	0.7419975733848412	0.7552440930667694	0.832229510284573	0.7504592530809898	0.8167609110248841	0.7572722446002512	0.7590301789349294	0.7974464368452499	0.6823887309149752	0.7151788222010391	0.8104715002443011	0.7472194556540945	0.7654503197198862	0.7816227808329806	0.7460897104937524	0.8514510363811775	0.801232196763533	0.7305726310191895	0.7468732899654179	0.7097636246487579	0.7823472529247167	0.8124984323532157	0.6638772486764255	0.7404847217302915	0.755241582979529	0.8020247374724805	0.6083147356561094	0.6597791545208175	0.6757671151725847	0.8266945762505872	0.7228635225642291	0.6354542532173343	0.7060319863991545	0.0	0.8608530826911195	0.689381271206968	0.6791997004347693	0.7982947798360319	0.6411452445847281	0.881613989010395	0.601296181682637	0.7847609054571818	0.748381541373595	0.6170707343777488	0.8580245029446709	0.6013663072646799	0.5513550149067866	0.6633837897985806	0.8053306255310831	0.8090402114328283	0.7804388379419064
320054-V7-BC	0.4781132309537037	0.6865670552036532	0.6780796554400814	0.5039250189711925	0.6841894250336581	0.6192003840004842	0.5233515198400438	0.6003788118257044	0.6358588205359476	0.6343915058462036	0.6245408238388998	0.5272126729450534	0.6939571989807909	0.7146777000054683	0.47968332394700397	0.7119720523973121	0.57889961456803	0.5647242965954266	0.660013934259353	0.5266710930853189	0.4586243804216267	0.6083098382941557	0.6387576201193892	0.6564286972697516	0.6332645623256968	0.5103886280561403	0.7766164670420513	0.6851308295844581	0.5917945791165947	0.6204875981374111	0.8223512421729706	0.7822655574907855	0.7729836392485506	0.4938769191523821	0.892096915837071	0.8303492437094424	0.614031809572657	0.8608530826911195	0.0	0.7351901552566157	0.7276733090346069	0.784796900129554	0.7372952005660682	0.4082651029351358	0.6959783467894054	0.6226598247414894	0.6097989295643069	0.8364307264269739	0.48234642958808044	0.7417033937679921	0.8012334124737989	0.748639678353921	0.60549496928514	0.5199717906665142	0.6592885386612274
320055-V7-BC	0.7327594106581855	0.6854337953430683	0.6197687060912639	0.6968960163142303	0.6094147259087785	0.628113902423791	0.7199507660284555	0.6131548057294576	0.6414645295868971	0.5507297316635769	0.6243000339359596	0.6928145282053643	0.58181753840113	0.48653806229731605	0.7244222524801719	0.5744465543942818	0.6983616295661127	0.5865213030552532	0.577642529878002	0.7704168730028511	0.739503516887716	0.6140657117645767	0.635811985386371	0.5657793329897725	0.6292677222702692	0.7154628897448637	0.6335391184404201	0.526240840205691	0.6860822530532144	0.6820923638787009	0.6477539796280183	0.6359626017776373	0.6367855504132962	0.7186767083377779	0.7825345452307467	0.6876786645556344	0.5810797910250509	0.689381271206968	0.7351901552566157	0.0	0.609902924137178	0.5850983652410994	0.5734283981761823	0.7550803023050402	0.5676001285162217	0.6441543632907585	0.6554120692481044	0.5818675857677452	0.7098021548799636	0.4645377961870055	0.533775826362767	0.6163005263512547	0.6746933477412562	0.7050259487479881	0.6319581085730849
320056-V7-BC	0.6701596167012662	0.657382746000851	0.600697138412588	0.6671392171121237	0.6314397232562289	0.6462704198118516	0.6567399357261107	0.631398027562448	0.68822477491811	0.6061514003123328	0.6535176461500454	0.5887127962571608	0.5979453793581708	0.635504112777905	0.6817850304372122	0.6449572943263906	0.6301666915228848	0.6145463674935542	0.5321727103128367	0.6930071547694426	0.6745919914105702	0.6227540528866777	0.6416511006253656	0.6421099074094521	0.6540764727330478	0.6881466538687792	0.663971762907587	0.597546751299299	0.6326250589161596	0.6826154458714513	0.6617689362870299	0.5213567457966025	0.6553715336154542	0.6860968234139345	0.7037791093243222	0.6636936512643482	0.5585310075201535	0.6791997004347693	0.7276733090346069	0.609902924137178	0.0	0.6035443499517633	0.4778652275568215	0.7297989626423672	0.5197688517528267	0.571951238520978	0.5666985190514908	0.6771860349133608	0.6772592458016756	0.5098773691988959	0.5868826561169938	0.5077497106459352	0.6827565218013929	0.605693459582347	0.5898129167873173
320057-V7-BC	0.7285419449917722	0.6331597823939802	0.7072845157318914	0.7129070749924628	0.6940414213384501	0.6719190267275634	0.7500277708940934	0.6539430142095456	0.5983421839104253	0.6535648146467343	0.6833120347388421	0.7171630992229576	0.6712951683056916	0.5921283206061442	0.775958480003324	0.49241017145298127	0.7188621539059987	0.6551440008059829	0.6607984614531237	0.7514477331679452	0.7588333712236771	0.6417487700372103	0.650047750700013	0.6477816094975337	0.6448037736634179	0.7234380111971623	0.7102891108206544	0.5974434853867848	0.7008329198148466	0.6979952660545888	0.7516266264073656	0.6798930329602619	0.6081576762134672	0.7079137929082768	0.6590256855237172	0.7296574419515479	0.651962145093874	0.7982947798360319	0.784796900129554	0.5850983652410994	0.6035443499517633	0.0	0.5937689343047782	0.7607234476783895	0.5856280605101549	0.6482359985159813	0.6729050354792929	0.7447563810167146	0.7223343616668395	0.5489504779746059	0.6045620615822734	0.6208136646593883	0.6703462091437536	0.7427061414191344	0.5135516240292353
320062-V7-BC	0.6980208257273265	0.5665910454825482	0.5759012620503934	0.687025770872366	0.590854483554212	0.6340443443885931	0.7068231847014561	0.6163153178146705	0.6258577361199176	0.613341683939464	0.6517857014748882	0.6602995428426311	0.5525773550955311	0.4990656454723062	0.6548142544011939	0.5634233337310449	0.5983925942485399	0.6163943732473511	0.5739749824060626	0.7262033968648175	0.6770388436308025	0.5449142204943603	0.563811646243699	0.5584086110931779	0.5903841071900143	0.6947275881893263	0.5755714170017596	0.5307115591325335	0.671575451111681	0.6236346579869866	0.6365011463687913	0.5312975899006278	0.5892568103065756	0.6847902931656306	0.7125225675278064	0.6135373266010002	0.49650404220641514	0.6411452445847281	0.7372952005660682	0.5734283981761823	0.4778652275568215	0.5937689343047782	0.0	0.7520319725141972	0.46769260454155975	0.6577619386253793	0.595182840572839	0.6578342164059546	0.7194807529951996	0.40235568243469555	0.5421318284502196	0.4589170492872008	0.6320962816688203	0.6577018656188962	0.570044173246556
320063-V7-BC	0.46785765269387747	0.6713809115274982	0.6708127120027693	0.41200137075047244	0.653274561201049	0.5995504481604489	0.46130229658365607	0.6125852386757539	0.582146119282691	0.6318783223326015	0.5468861023639606	0.49889576376239164	0.7071105685813269	0.7129351134899696	0.5405713146617099	0.691395087608535	0.5630088898024997	0.512348745023411	0.6561653303250308	0.4403795214760119	0.40273924589327903	0.6358130551130433	0.644743599666402	0.6812938854025122	0.5774336639713475	0.4468482576493447	0.816436151953028	0.6669167145614231	0.5353059648515326	0.5245863831823109	0.8373969051916633	0.7961170440576928	0.789235470765884	0.40803283464491724	0.8977063627781786	0.8373893351731374	0.6023068206628297	0.881613989010395	0.4082651029351358	0.7550803023050402	0.7297989626423672	0.7607234476783895	0.7520319725141972	0.0	0.703326114009387	0.5457433525833562	0.5525618404175006	0.8521678241430655	0.37761448621400334	0.749759879325587	0.8144917465087972	0.7453919500848492	0.4741227523619533	0.5542695256059952	0.631177490272375
320066-V7-BC	0.6460039683906588	0.6746365655603814	0.545355165214716	0.6005690596848643	0.600478583080878	0.5908652433855945	0.6521825447848241	0.5371921891673754	0.555308212472952	0.576257598235909	0.5387662785697551	0.6045886324572216	0.5585326366879287	0.6037678762489934	0.6202983342895466	0.5431648768469449	0.5958211896962619	0.49994967476013347	0.570434131857118	0.6876254307027032	0.658786225564734	0.5061231130511508	0.5781699201400539	0.5193501555990511	0.5424321161403673	0.6275868918261742	0.5813445170875537	0.5848022364489953	0.6277920428573348	0.6474510390518963	0.6373416380841262	0.5783921261523075	0.6479835450813991	0.6410632650216995	0.7422276057828069	0.6036358404451504	0.382309547844944	0.601296181682637	0.6959783467894054	0.5676001285162217	0.5197688517528267	0.5856280605101549	0.46769260454155975	0.703326114009387	0.0	0.5197486023436896	0.5965078537432396	0.6287656599075518	0.6561220994949835	0.4788800809778557	0.5419131657478982	0.5367078736836981	0.6895257255095789	0.648963772231171	0.5053378864552982
320069-V7-BC	0.5313459036832204	0.6280971154263001	0.5723581838356453	0.47236696229451136	0.6053180733272668	0.6008977232529986	0.5148698682695229	0.5898270403874618	0.5213934186128313	0.6134718007096823	0.5434767377870611	0.40797530184405956	0.5986449384796123	0.6477888861895741	0.6764508573778719	0.6070862260517185	0.5173939370765422	0.3589927273415094	0.5405071580534497	0.5647949399286445	0.56551212509101	0.585053762400799	0.6251342927129782	0.5899955226139229	0.5228585192267283	0.5052689347039184	0.7101732197707453	0.5861672206457709	0.5440636991705676	0.5507851530447024	0.6780240011791205	0.7399315860655785	0.67740139805231	0.5032217680025767	0.8615943259169079	0.7792279545167106	0.5156094668377448	0.7847609054571818	0.6226598247414894	0.6441543632907585	0.571951238520978	0.6482359985159813	0.6577619386253793	0.5457433525833562	0.5197486023436896	0.0	0.5802303581454462	0.7405229290549412	0.43411107943463895	0.6429622855428059	0.7097540889903329	0.6381398386091918	0.5152237570749696	0.6355196428917896	0.5515593408763986
320070-V7-BC	0.5609285959789481	0.6279730112255688	0.6219357049572931	0.5353486293000999	0.5203410253116664	0.5789789219185272	0.556617404404114	0.5286123616125861	0.5689867565114941	0.6248548459462897	0.5471968503913066	0.5458663410269379	0.5752570402622096	0.6118206539838585	0.6266138999713423	0.5892260380199673	0.5287801400519563	0.488183586089754	0.5631051028377744	0.5996252125827785	0.6018463049932509	0.5936739605583383	0.5979331811336137	0.5952001646377469	0.569299172873593	0.48151972093355155	0.6489286496531377	0.6053974795749437	0.5598370720388288	0.5933347629426448	0.7166718567269761	0.6255840521401068	0.6576431017830041	0.511388664509044	0.8039490173097572	0.6914967610415105	0.540924256552975	0.748381541373595	0.6097989295643069	0.6554120692481044	0.5666985190514908	0.6729050354792929	0.595182840572839	0.5525618404175006	0.5965078537432396	0.5802303581454462	0.0	0.7242958391826942	0.5356472081652367	0.5962392747845997	0.660056103972322	0.5784914722342397	0.5433374272118802	0.6545818432888805	0.5845156364368878
